Customer ID,Gender,Age,Age_Segment,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Pop_Category,Number of Referrals,Is_Loyal_Referrer,Tenure in Months,Tenure_Segment,Offer,Phone Service,Multiple Lines,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Is_Fiber,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Streaming_Count,Service_Bundle_Score,Contract,Contract_Risk,Paperless Billing,Payment Method,Is_Digital_Native,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Has_Credit_Adjustment,Revenue_Per_Month,Refund_Rate,Extra_Charges_Ratio,Est_CLTV,Is_High_Value,Customer Status,Is_Churned,Churn Category,Churn Reason,Churn_Probability,Churn_Risk_Tier
3992-YWPKO,Female,55,Senior,No,0,Atwater,95301,37.321233,-120.656354,27808,High,0,0,6,<6M,Offer E,Yes,Yes,20.36,Yes,Fiber Optic,1,10.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,7,Month-to-Month,3,Yes,Credit Card,0,109.9,669.45,0.0,0,122.16,791.61,0,131.935,0.0,0.15431841437071284,4976.603773584906,1,Churned,1,Competitor,Competitor had better devices,0.8871548971156114,Critical Risk
3995-WFCSM,Female,28,Young Adult,No,0,San Jacinto,92582,33.806708,-117.02007,4456,Medium,0,0,2,<6M,No Offer,Yes,No,15.25,Yes,DSL,0,82.0,No,No,Yes,No,No,Yes,Yes,Yes,2,4,Month-to-Month,3,No,Bank Withdrawal,0,60.85,111.4,0.0,0,30.5,141.9,0,70.95,0.0,0.2149400986610289,2755.4716981132074,0,Joined,0,Not Churned,Not Churned,0.9596460589510756,Critical Risk
3996-ZNWYK,Male,77,Elder,Yes,1,Sacramento,95832,38.445939,-121.496855,9063,Medium,5,1,71,4-6Y,No Offer,Yes,No,32.12,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Two Year,1,No,Credit Card,0,19.8,1388.45,0.0,0,2280.52,3668.97,0,51.6756338028169,0.0,0.6215695413154101,896.6037735849058,0,Stayed,0,Not Churned,Not Churned,0.0009335812334348669,Low Risk
3999-QGRJH,Male,80,Elder,No,0,Ballico,95303,37.4695,-120.672724,809,Low,0,0,8,6-12M,No Offer,Yes,No,14.89,Yes,Fiber Optic,1,20.0,No,No,No,No,No,No,No,Yes,0,3,Month-to-Month,3,Yes,Bank Withdrawal,1,69.7,560.85,0.0,0,119.12,679.97,0,84.99625,0.0,0.17518419930291043,3156.2264150943397,0,Churned,1,Dissatisfaction,Product dissatisfaction,0.8481325059566339,Critical Risk
3999-WRNGR,Female,39,Adult,Yes,3,Soda Springs,95728,39.279068,-120.414275,88,Low,2,0,60,4-6Y,No Offer,No,No,0.0,Yes,Cable,0,51.0,No,Yes,No,No,Yes,Yes,Yes,Yes,3,3,Month-to-Month,3,Yes,Bank Withdrawal,1,49.75,3069.45,0.0,0,0.0,3069.45,0,51.1575,0.0,0.0,2252.830188679245,0,Stayed,0,Not Churned,Not Churned,0.24687093917964004,Low Risk
4000-VGMQP,Male,56,Senior,Yes,3,Pollock Pines,95726,38.733908,-120.453416,8577,Medium,2,0,38,2-4Y,No Offer,Yes,Yes,13.67,Yes,Cable,0,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,6,One Year,2,No,Credit Card,0,78.95,2862.55,0.0,0,519.46,3382.01,0,89.00026315789474,0.0,0.15359505146347882,3575.0943396226417,0,Stayed,0,Not Churned,Not Churned,0.060549352665127926,Low Risk
4001-TSBTV,Female,49,Senior,Yes,2,Sacramento,95827,38.549185,-121.328386,19611,High,5,1,58,4-6Y,Offer B,Yes,No,40.74,Yes,Fiber Optic,1,17.0,No,Yes,Yes,No,Yes,No,No,Yes,1,5,Month-to-Month,3,Yes,Bank Withdrawal,1,91.55,5511.65,0.0,0,2362.92,7874.57,0,135.76844827586206,0.0,0.3000697180925435,4145.66037735849,1,Stayed,0,Not Churned,Not Churned,0.07560620118584765,Low Risk
4002-BQWPQ,Male,59,Senior,No,0,Crockett,94525,38.049292,-122.228415,3193,Medium,0,0,25,2-4Y,No Offer,Yes,Yes,25.2,Yes,Cable,0,23.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,8,Month-to-Month,3,No,Bank Withdrawal,0,81.75,2028.8,0.0,0,630.0,2658.8,0,106.352,0.0,0.23694899954866855,3701.88679245283,0,Stayed,0,Not Churned,Not Churned,0.3101210484435076,Medium Risk
4003-FUSHP,Male,62,Elder,No,0,Santa Cruz,95060,36.993451,-122.098858,43192,Very High,0,0,19,1-2Y,Offer D,Yes,No,46.49,Yes,Cable,0,8.0,No,No,No,Yes,Yes,No,No,Yes,1,4,Month-to-Month,3,Yes,Credit Card,0,61.55,1093.2,0.0,0,883.31,1976.51,0,104.02684210526316,0.0,0.4469038861427465,2787.1698113207544,0,Stayed,0,Not Churned,Not Churned,0.3304161372920554,Medium Risk
4003-OCTMP,Female,55,Senior,Yes,0,Tracy,95376,37.680968,-121.446049,69801,Very High,9,1,31,2-4Y,No Offer,Yes,No,28.8,Yes,Cable,0,15.0,Yes,No,No,Yes,No,Yes,Yes,Yes,2,5,One Year,2,Yes,Bank Withdrawal,1,64.0,1910.75,0.0,0,892.8,2803.55,0,90.43709677419355,0.0,0.3184533894526582,2898.1132075471696,0,Stayed,0,Not Churned,Not Churned,0.0289325850462686,Low Risk
4006-HKYHO,Male,24,Young Adult,No,0,Bakersfield,93311,35.16207,-119.194488,20440,High,0,0,63,4-6Y,No Offer,Yes,No,29.58,Yes,DSL,0,47.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,7,Two Year,1,Yes,Bank Withdrawal,1,86.7,5309.5,0.0,0,1863.54,7173.04,0,113.85777777777778,0.0,0.25979779842298384,3926.037735849057,0,Stayed,0,Not Churned,Not Churned,0.04210308307099528,Low Risk
4007-NHVHI,Female,69,Elder,No,0,Rio Linda,95673,38.688764,-121.457596,14010,Medium,0,0,56,4-6Y,No Offer,Yes,Yes,46.67,Yes,Fiber Optic,1,18.0,Yes,Yes,No,No,No,Yes,Yes,Yes,2,6,Two Year,1,Yes,Bank Withdrawal,1,96.85,5219.65,0.0,0,2613.52,7833.17,0,139.87803571428572,0.0,0.33364780797557053,4385.660377358489,1,Stayed,0,Not Churned,Not Churned,0.12829685040946856,Low Risk
4009-ALQFH,Female,35,Adult,No,0,Groveland,95321,37.902968,-119.667544,3680,Medium,0,0,25,2-4Y,No Offer,Yes,No,48.42,Yes,Fiber Optic,1,8.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,5,Month-to-Month,3,Yes,Bank Withdrawal,1,99.5,2369.05,19.5,0,1210.5,3560.05,0,142.40200000000002,0.005477451159393828,0.34002331427929383,4505.66037735849,1,Churned,1,Competitor,Competitor offered more data,0.7617529278575991,High Risk
4010-YLMVT,Female,25,Young Adult,No,0,Yucaipa,92399,34.04597,-117.011825,41575,Very High,0,0,56,4-6Y,Offer B,Yes,Yes,24.77,Yes,Fiber Optic,1,51.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3,6,Month-to-Month,3,Yes,Credit Card,0,106.6,5893.95,0.0,0,1387.12,7281.07,0,130.01910714285714,0.0,0.19051046068778352,4827.169811320754,1,Stayed,0,Not Churned,Not Churned,0.434323370016114,Medium Risk
4011-ARPHK,Male,59,Senior,No,0,Norwalk,90650,33.905963,-118.08263,103214,Very High,0,0,27,2-4Y,No Offer,Yes,No,18.51,Yes,DSL,0,9.0,Yes,No,No,No,No,No,No,No,0,3,Month-to-Month,3,No,Credit Card,0,50.35,1411.35,0.0,150,499.77,2061.12,0,76.33777777777777,0.0,0.31525093153237077,2280.0,0,Stayed,0,Not Churned,Not Churned,0.2741408979454485,Low Risk
4012-YCFAI,Male,45,Adult,Yes,0,Riverside,92508,33.885499,-117.324959,17147,Medium,5,1,60,4-6Y,No Offer,Yes,No,22.22,Yes,DSL,0,16.0,Yes,Yes,No,Yes,No,No,No,Yes,0,6,Two Year,1,Yes,Credit Card,0,61.35,3766.2,0.0,0,1333.2,5099.4,0,84.99,0.0,0.2614425226497235,2778.1132075471696,0,Stayed,0,Not Churned,Not Churned,0.0006393755799363714,Low Risk
4012-ZTHBR,Female,33,Adult,Yes,2,Kneeland,95549,40.664483,-123.865325,264,Low,6,1,21,1-2Y,Offer D,Yes,No,38.95,Yes,Cable,0,17.0,No,No,No,No,No,No,No,Yes,0,3,Month-to-Month,3,Yes,Bank Withdrawal,1,44.95,926.25,0.0,0,817.95,1744.2,0,83.05714285714286,0.0,0.46895424836601307,2035.4716981132078,0,Stayed,0,Not Churned,Not Churned,0.02904529018182048,Low Risk
4013-GUXND,Male,37,Adult,No,0,Lancaster,93534,34.727529,-118.153098,35109,High,0,0,1,<6M,Offer E,Yes,No,48.14,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Month-to-Month,3,No,Credit Card,0,20.8,20.8,0.0,0,48.14,68.94,0,68.94,0.0,0.6982883666956774,941.8867924528303,0,Joined,0,Not Churned,Not Churned,0.9914702451121691,Critical Risk
4013-TLDHQ,Male,59,Senior,No,0,Berkeley,94704,37.871416,-122.246597,21205,High,0,0,19,1-2Y,Offer D,Yes,No,20.26,Yes,Fiber Optic,1,25.0,No,Yes,Yes,No,No,No,No,Yes,0,5,Month-to-Month,3,Yes,Bank Withdrawal,1,78.25,1490.95,0.0,0,384.94,1875.89,0,98.73105263157895,0.0,0.205203929867956,3543.396226415094,0,Churned,1,Competitor,Competitor had better devices,0.7388675698922821,High Risk
4013-UBXWQ,Female,33,Adult,No,0,Fallbrook,92028,33.362575,-117.299644,42239,Very High,0,0,7,6-12M,Offer E,Yes,Yes,48.82,Yes,Cable,0,19.0,No,No,No,Yes,Yes,Yes,Yes,Yes,3,5,Month-to-Month,3,Yes,Bank Withdrawal,1,74.65,521.1,28.35,0,341.74,834.49,0,119.21285714285715,0.03397284569018203,0.40951958681350287,3380.377358490566,0,Churned,1,Competitor,Competitor made better offer,0.750198160701289,High Risk
4016-BJKTZ,Female,20,Young Adult,No,0,San Jose,95136,37.270938,-121.851046,36944,Very High,0,0,25,2-4Y,Offer C,Yes,Yes,32.33,Yes,Fiber Optic,1,51.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,7,Two Year,1,No,Bank Withdrawal,0,108.9,2809.05,0.0,0,808.25,3617.3,0,144.692,0.0,0.22344013490725126,4931.320754716981,1,Stayed,0,Not Churned,Not Churned,0.1768015142151418,Low Risk
4018-KJYUY,Male,43,Adult,No,2,Courtland,95615,38.311609,-121.554034,699,Low,0,0,22,1-2Y,Offer D,Yes,No,34.07,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Month-to-Month,3,No,Credit Card,0,20.15,432.5,0.0,0,749.54,1182.04,0,53.72909090909091,0.0,0.634107136814321,912.4528301886792,0,Stayed,0,Not Churned,Not Churned,0.034649011991398714,Low Risk
4018-PPNDW,Female,23,Young Adult,Yes,0,California City,93505,35.151491,-117.927597,8316,Medium,9,1,61,4-6Y,Offer B,Yes,Yes,13.35,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,2,Two Year,1,Yes,Credit Card,0,24.1,1551.6,0.0,0,814.35,2365.95,0,38.786065573770486,0.0,0.3441957775946238,1091.3207547169814,0,Stayed,0,Not Churned,Not Churned,0.0035978118969393663,Low Risk
4020-KIUDI,Male,54,Senior,Yes,2,Los Angeles,90044,33.952714,-118.292061,87383,Very High,8,1,6,<6M,Offer E,Yes,No,23.73,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Month-to-Month,3,No,Credit Card,0,19.85,138.85,0.0,0,142.38,281.23,0,46.87166666666667,0.0,0.5062760018490203,898.867924528302,0,Stayed,0,Not Churned,Not Churned,0.11366937304446997,Low Risk
4021-RQSNY,Male,75,Elder,Yes,0,Moreno Valley,92555,33.907361,-117.109972,12743,Medium,1,0,29,2-4Y,No Offer,Yes,Yes,25.78,Yes,Fiber Optic,1,28.0,No,No,Yes,No,Yes,Yes,Yes,No,3,4,Month-to-Month,3,Yes,Bank Withdrawal,1,98.5,3004.15,37.55,40,747.62,3754.22,0,129.4558620689655,0.010002077661937767,0.20979590966965175,4460.377358490566,1,Churned,1,Attitude,Attitude of service provider,0.9273128845541794,Critical Risk
4023-RTIQM,Female,72,Elder,Yes,0,Redcrest,95569,40.363446,-123.835041,400,Low,10,1,31,2-4Y,Offer C,No,No,0.0,Yes,DSL,0,21.0,Yes,Yes,Yes,No,No,Yes,No,Yes,1,5,One Year,2,Yes,Credit Card,0,50.4,1580.1,0.0,0,0.0,1580.1,0,50.97096774193548,0.0,0.0,2282.264150943396,0,Stayed,0,Not Churned,Not Churned,0.04110458022153447,Low Risk
4024-CSNBY,Female,39,Adult,Yes,0,Mount Hamilton,95140,37.382909,-121.634151,38,Low,8,1,72,4-6Y,No Offer,Yes,Yes,11.02,Yes,Fiber Optic,1,17.0,Yes,Yes,Yes,Yes,No,No,No,No,0,7,Two Year,1,Yes,Bank Withdrawal,1,94.25,6849.75,0.0,100,793.44,7743.19,0,107.54430555555555,0.0,0.11538396965591702,4267.924528301886,1,Stayed,0,Not Churned,Not Churned,0.03974674557203568,Low Risk
4026-SKKHW,Male,35,Adult,No,0,Dillon Beach,94929,38.24458,-122.956268,330,Low,0,0,3,<6M,No Offer,Yes,No,28.19,Yes,Cable,0,21.0,No,No,No,Yes,No,No,No,Yes,0,4,Month-to-Month,3,Yes,Credit Card,0,50.25,152.3,0.0,0,84.57,236.87,0,78.95666666666666,0.0,0.3570312829822265,2275.4716981132074,0,Joined,0,Not Churned,Not Churned,0.8962441265020304,Critical Risk
4029-HPFVY,Male,35,Adult,No,0,San Francisco,94118,37.781304,-122.461522,38955,Very High,0,0,3,<6M,No Offer,Yes,No,9.74,Yes,Fiber Optic,1,27.0,No,No,No,No,No,No,No,Yes,0,3,Month-to-Month,3,Yes,Credit Card,0,70.3,220.4,0.0,0,29.22,249.62,0,83.20666666666666,0.0,0.11705792805063696,3183.3962264150937,0,Joined,0,Not Churned,Not Churned,0.9825939415277428,Critical Risk
4030-VPZBD,Female,53,Senior,No,0,Comptche,95427,39.239818,-123.565432,371,Low,0,0,2,<6M,No Offer,No,No,0.0,Yes,DSL,0,18.0,No,No,No,Yes,No,No,No,Yes,0,3,Month-to-Month,3,Yes,Bank Withdrawal,1,30.9,59.05,0.0,0,0.0,59.05,0,29.525,0.0,0.0,1399.2452830188677,0,Churned,1,Dissatisfaction,Network reliability,0.9529419778969012,Critical Risk
4032-RMHCI,Female,37,Adult,Yes,2,Fall River Mills,96028,41.017282,-121.468945,1902,Low,1,0,41,2-4Y,Offer B,No,No,0.0,Yes,Cable,0,16.0,Yes,No,Yes,No,No,No,No,Yes,0,4,One Year,2,No,Credit Card,0,35.4,1412.4,0.0,0,0.0,1412.4,0,34.44878048780488,0.0,0.0,1603.018867924528,0,Stayed,0,Not Churned,Not Churned,0.09759327407528395,Low Risk
4039-HEUNW,Male,77,Elder,Yes,0,Irvine,92620,33.716136,-117.752574,26419,High,1,0,36,2-4Y,No Offer,Yes,Yes,16.61,Yes,Fiber Optic,1,3.0,No,Yes,No,No,Yes,Yes,No,Yes,2,5,Month-to-Month,3,Yes,Bank Withdrawal,1,96.5,3436.1,0.0,0,597.96,4034.06,0,112.05722222222222,0.0,0.14822783994288632,4369.811320754717,1,Churned,1,Price,Lack of affordable download/upload speed,0.9348651513026954,Critical Risk
4039-PIMHX,Male,74,Elder,Yes,0,San Diego,92102,32.716007,-117.117462,47140,Very High,4,1,49,4-6Y,No Offer,Yes,No,1.67,Yes,DSL,0,15.0,No,Yes,No,No,No,No,No,Yes,0,4,Two Year,1,No,Credit Card,0,49.8,2398.4,0.0,0,81.83,2480.23,0,50.61693877551021,0.0,0.032992907915798134,2255.094339622641,0,Stayed,0,Not Churned,Not Churned,0.008305565243322304,Low Risk
4043-MKDTV,Male,54,Senior,Yes,0,Rancho Mirage,92270,33.763678,-116.429928,12465,Medium,10,1,71,4-6Y,Offer A,Yes,No,37.69,Yes,Fiber Optic,1,8.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,6,Two Year,1,Yes,Bank Withdrawal,1,105.25,7291.75,0.0,0,2675.99,9967.74,0,140.3907042253521,0.0,0.26846506831036926,4766.037735849056,1,Stayed,0,Not Churned,Not Churned,0.013520587204172064,Low Risk
4049-ZPALD,Female,35,Adult,Yes,0,Forest Falls,92339,34.067699,-116.903891,958,Low,7,1,64,4-6Y,Offer B,Yes,No,35.92,Yes,Fiber Optic,1,11.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,5,Two Year,1,Yes,Bank Withdrawal,1,99.0,6375.8,0.0,0,2298.88,8674.68,0,135.541875,0.0,0.2650103519668737,4483.018867924528,1,Stayed,0,Not Churned,Not Churned,0.018190660263843254,Low Risk
4054-CUMIA,Female,29,Young Adult,Yes,1,San Miguel,93451,35.886767,-120.608661,2666,Medium,10,1,18,1-2Y,Offer D,Yes,No,35.44,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Month-to-Month,3,Yes,Credit Card,0,20.25,401.95,0.0,0,637.92,1039.87,0,57.770555555555546,0.0,0.6134612980468712,916.9811320754717,0,Stayed,0,Not Churned,Not Churned,0.010620818576680659,Low Risk
4056-QHXHZ,Female,49,Senior,Yes,2,Goleta,93117,34.489983,-120.091246,49975,Very High,6,1,72,4-6Y,Offer A,Yes,Yes,2.71,Yes,Fiber Optic,1,20.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,7,Two Year,1,No,Credit Card,0,107.45,7576.7,0.0,0,195.12,7771.82,0,107.94194444444445,0.0,0.025106088406576584,4865.66037735849,1,Stayed,0,Not Churned,Not Churned,0.019157751697432248,Low Risk
4057-FKCZK,Male,40,Adult,Yes,2,Prather,93651,37.007238,-119.505661,1314,Low,1,0,58,4-6Y,No Offer,Yes,Yes,29.93,Yes,Fiber Optic,1,24.0,No,No,No,No,Yes,No,No,Yes,1,4,Two Year,1,No,Bank Withdrawal,0,82.5,4828.05,0.0,0,1735.94,6563.99,0,113.17224137931034,0.0,0.26446414452185335,3735.8490566037735,0,Stayed,0,Not Churned,Not Churned,0.05005260737176099,Low Risk
4059-IIEBK,Female,51,Senior,No,0,Ojai,93023,34.581308,-118.931948,21633,High,0,0,7,6-12M,No Offer,Yes,Yes,40.76,Yes,Fiber Optic,1,16.0,No,Yes,No,No,No,No,No,Yes,0,5,Month-to-Month,3,Yes,Bank Withdrawal,1,78.55,522.95,47.19,0,285.32,761.08,0,108.72571428571429,0.06200399432385557,0.3748883166027224,3556.981132075471,0,Stayed,0,Not Churned,Not Churned,0.6853434989780836,High Risk
4060-LDNLU,Male,22,Young Adult,No,0,Diamond Bar,91765,33.992416,-117.807874,46532,Very High,0,0,7,6-12M,No Offer,Yes,Yes,45.93,Yes,Fiber Optic,1,48.0,No,No,No,No,Yes,Yes,Yes,Yes,3,4,Month-to-Month,3,No,Bank Withdrawal,0,96.2,639.7,0.0,0,321.51,961.21,0,137.31571428571428,0.0,0.3344846599598423,4356.22641509434,1,Stayed,0,Not Churned,Not Churned,0.6512418542663105,High Risk
4061-UKJWL,Male,35,Adult,No,0,San Francisco,94102,37.7795,-122.419233,28998,High,0,0,3,<6M,No Offer,Yes,No,20.37,Yes,Cable,0,17.0,No,No,No,No,No,No,No,Yes,0,3,Month-to-Month,3,No,Credit Card,0,45.45,141.7,0.0,0,61.11,202.81,0,67.60333333333334,0.0,0.30131650313100933,2058.11320754717,0,Joined,0,Not Churned,Not Churned,0.9308173947489717,Critical Risk
4062-HBMOS,Male,33,Adult,No,0,Redding,96003,40.677649,-122.29467,41476,Very High,0,0,52,4-6Y,Offer B,Yes,Yes,5.42,Yes,Fiber Optic,1,22.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,6,Month-to-Month,3,Yes,Bank Withdrawal,1,103.05,5364.8,46.67,0,281.84,5599.97,0,107.69173076923077,0.008333973217713666,0.050328841047362745,4666.415094339622,1,Stayed,0,Not Churned,Not Churned,0.573593796906232,Medium Risk
4063-EIKNQ,Male,33,Adult,Yes,2,Canyon Country,91351,34.422519,-118.420717,59259,Very High,1,0,11,6-12M,No Offer,Yes,No,15.73,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Month-to-Month,3,No,Bank Withdrawal,0,20.95,267.35,18.17,0,173.03,422.21,0,38.38272727272727,0.043035456289524175,0.40981975794036146,948.6792452830188,0,Stayed,0,Not Churned,Not Churned,0.267283423853329,Low Risk
4065-JJAVA,Female,56,Senior,No,0,Oakland,94605,37.758019,-122.138678,42854,Very High,0,0,1,<6M,No Offer,Yes,No,16.99,Yes,DSL,0,8.0,No,Yes,No,No,No,No,No,No,0,3,Month-to-Month,3,No,Bank Withdrawal,0,49.5,49.5,0.0,30,16.99,96.49,0,96.49,0.0,0.4869934708259923,2241.509433962264,0,Joined,0,Not Churned,Not Churned,0.983762946730089,Critical Risk
4067-HLYQI,Female,43,Adult,No,0,Colton,92324,34.030915,-117.273201,52202,Very High,0,0,33,2-4Y,No Offer,Yes,No,49.45,Yes,Fiber Optic,1,19.0,No,No,No,No,No,No,No,No,0,2,Month-to-Month,3,Yes,Bank Withdrawal,1,70.4,2406.1,0.0,60,1631.85,4097.95,0,124.18030303030302,0.0,0.4128527678473383,3187.9245283018868,0,Stayed,0,Not Churned,Not Churned,0.5208751194352252,Medium Risk
4070-OKWVH,Female,60,Senior,Yes,0,Mira Loma,91752,33.999992,-117.535395,18980,High,0,0,52,4-6Y,Offer B,Yes,Yes,29.23,Yes,Fiber Optic,1,30.0,No,Yes,Yes,No,Yes,No,No,Yes,1,6,Month-to-Month,3,No,Bank Withdrawal,0,94.6,5025.8,0.0,0,1519.96,6545.76,0,125.88000000000001,0.0,0.23220527486495074,4283.77358490566,1,Stayed,0,Not Churned,Not Churned,0.5160161662733161,Medium Risk
4072-IPYLT,Female,32,Adult,Yes,2,Randsburg,93554,35.405722,-117.773354,117,Low,3,1,36,2-4Y,No Offer,Yes,No,19.73,Yes,DSL,0,19.0,Yes,No,No,No,No,No,No,Yes,0,4,Month-to-Month,3,No,Credit Card,0,51.05,1815.0,0.0,0,710.28,2525.28,0,70.14666666666668,0.0,0.2812678198061205,2311.6981132075466,0,Stayed,0,Not Churned,Not Churned,0.04027192626745567,Low Risk
4074-SJFFA,Female,44,Adult,No,0,San Francisco,94122,37.760412,-122.484966,55504,Very High,0,0,1,<6M,No Offer,Yes,No,13.01,Yes,DSL,0,12.0,No,No,No,No,No,Yes,Yes,Yes,2,3,Month-to-Month,3,Yes,Mailed Check,0,54.75,54.75,0.0,0,13.01,67.76,0,67.76,0.0,0.19200118063754426,2479.2452830188677,0,Churned,1,Dissatisfaction,Network reliability,0.9877170191916977,Critical Risk
4075-JFPGR,Female,27,Young Adult,Yes,0,Rancho Cucamonga,91730,34.10097,-117.57882,51970,Very High,2,0,51,4-6Y,Offer B,Yes,No,21.07,Yes,Fiber Optic,1,46.0,Yes,Yes,Yes,No,Yes,No,No,Yes,1,6,One Year,2,Yes,Bank Withdrawal,1,93.5,4619.55,0.0,0,1074.57,5694.12,0,111.64941176470587,0.0,0.18871572780341825,4233.962264150943,1,Stayed,0,Not Churned,Not Churned,0.13764159899430975,Low Risk
4075-WKNIU,Female,25,Young Adult,Yes,3,Bell,90201,33.970343,-118.171368,105285,Very High,6,1,10,6-12M,Offer E,Yes,Yes,5.59,Yes,DSL,0,59.0,No,Yes,Yes,Yes,Yes,No,No,Yes,1,7,Two Year,1,No,Credit Card,0,73.35,733.5,0.0,0,55.9,789.4,0,78.94,0.0,0.0708132759057512,3321.5094339622638,0,Stayed,0,Not Churned,Not Churned,0.035228607268916516,Low Risk
4077-CROMM,Female,51,Senior,Yes,0,Modesto,95350,37.671806,-121.007575,52872,Very High,4,1,31,2-4Y,No Offer,Yes,Yes,3.73,Yes,Fiber Optic,1,13.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,6,Month-to-Month,3,Yes,Bank Withdrawal,1,104.2,3243.45,17.01,0,115.63,3342.07,0,107.80870967741936,0.00508966000113702,0.03459831780902255,4718.490566037736,1,Churned,1,Dissatisfaction,Product dissatisfaction,0.6827422329769485,High Risk
4077-HWUYD,Male,59,Senior,Yes,3,Modesto,95354,37.639029,-120.964772,27135,High,1,0,72,4-6Y,No Offer,Yes,Yes,44.61,Yes,DSL,0,53.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,8,Two Year,1,Yes,Bank Withdrawal,1,0.0,6463.15,0.0,0,3211.92,9675.07,1,134.37597222222223,0.0,0.33197899343363924,0.0,0,Stayed,0,Not Churned,Not Churned,0.042400402172232496,Low Risk
4078-SAYYN,Female,45,Adult,No,0,Burbank,91502,34.177267,-118.31003,11517,Medium,0,0,11,6-12M,No Offer,Yes,Yes,48.64,Yes,Fiber Optic,1,28.0,No,No,Yes,No,Yes,Yes,Yes,Yes,3,5,Month-to-Month,3,Yes,Bank Withdrawal,1,100.75,1129.75,0.0,0,535.04,1664.79,0,151.34454545454545,0.0,0.3213858805014446,4562.264150943396,1,Churned,1,Price,Long distance charges,0.8513869521973281,Critical Risk
4079-ULGFR,Male,22,Young Adult,No,0,Paicines,95043,36.525703,-120.952122,813,Low,0,0,16,1-2Y,Offer D,Yes,No,4.13,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Month-to-Month,3,No,Credit Card,0,20.0,275.7,0.0,0,66.08,341.78,0,21.36125,0.0,0.19334074550880684,905.6603773584906,0,Stayed,0,Not Churned,Not Churned,0.14658604104417428,Low Risk
4079-VTGLK,Male,77,Elder,Yes,0,Riverside,92501,33.994676,-117.372498,18999,High,7,1,30,2-4Y,No Offer,Yes,Yes,40.5,Yes,DSL,0,8.0,No,No,Yes,No,Yes,Yes,No,Yes,2,5,Two Year,1,No,Bank Withdrawal,0,74.85,2181.75,0.0,0,1215.0,3396.75,0,113.225,0.0,0.3576948553764628,3389.4339622641505,0,Stayed,0,Not Churned,Not Churned,0.011665180852742828,Low Risk
4079-WWQQQ,Male,45,Adult,No,0,San Francisco,94116,37.74441,-122.486764,42959,Very High,0,0,72,4-6Y,No Offer,No,No,0.0,Yes,Cable,0,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,6,Two Year,1,Yes,Bank Withdrawal,1,65.55,4807.45,0.0,0,0.0,4807.45,0,66.77013888888888,0.0,0.0,2968.3018867924525,0,Stayed,0,Not Churned,Not Churned,0.04247777270523587,Low Risk
4080-IIARD,Female,42,Adult,Yes,0,Los Angeles,90047,33.958149,-118.308441,47107,Very High,1,0,13,1-2Y,Offer D,Yes,Yes,11.79,Yes,DSL,0,29.0,Yes,Yes,No,Yes,Yes,No,No,Yes,1,7,Month-to-Month,3,Yes,Bank Withdrawal,1,76.2,981.45,0.0,0,153.27,1134.72,0,87.28615384615385,0.0,0.1350729695431472,3450.566037735849,0,Stayed,0,Not Churned,Not Churned,0.5171106871985873,Medium Risk
4080-OGPJL,Female,53,Senior,No,0,San Pedro,90731,33.736387,-118.284363,58639,Very High,0,0,8,6-12M,Offer E,Yes,Yes,48.14,Yes,DSL,0,18.0,Yes,No,No,Yes,No,Yes,Yes,Yes,2,6,Month-to-Month,3,No,Bank Withdrawal,0,71.15,563.65,0.0,0,385.12,948.77,0,118.59625,0.0,0.405915026824204,3221.8867924528304,0,Churned,1,Other,Don't know,0.6545497858518311,High Risk
